"","from_id","from_name","message","created_time","type","link","id","story","likes_count","comments_count","shares_count"
"1","32075534692","Oasis Fashion","Looking for the ultimate arm candy? Tell us if you prefer THIS going out (out) clutch or THAT popping out tote and you could WIN it.","2017-02-07T08:00:10+0000","photo","https://www.facebook.com/oasisfashions/photos/a.72522249692.71366.32075534692/10154876626824693/?type=3","32075534692_10154876626824693",NA,893,1258,162
"2","32075534692","Oasis Fashion","Because who doesnt want to shine from morning 'til night? http://www.oasis-stores.com/gb/clothing/tops/crinkle-shimmer-tee/0617740001.html","2017-02-06T14:45:03+0000","photo","https://www.facebook.com/oasisfashions/photos/a.72522249692.71366.32075534692/10154874575274693/?type=3","32075534692_10154874575274693",NA,108,4,0
"3","32075534692","Oasis Fashion","Send him a hint this Valentine's and get the personalised bag you really want... http://www.oasis-stores.com/gb/love-letters.html","2017-02-05T10:00:05+0000","photo","https://www.facebook.com/oasisfashions/photos/a.72522249692.71366.32075534692/10154866007714693/?type=3","32075534692_10154866007714693",NA,138,7,5
"4","32075534692","Oasis Fashion","That's one way to wear our Pre-Spring Edit. Head to our website to vote for your favourite pieces and you could win the ENTIRE edit. http://www.oasis-stores.com/gb/this-that.html","2017-02-04T08:30:00+0000","photo","https://www.facebook.com/oasisfashions/photos/a.72522249692.71366.32075534692/10154862556739693/?type=3","32075534692_10154862556739693",NA,610,34,11
"5","32075534692","Oasis Fashion","Because who can resist a pretty new tee? Tell us if you preferTHIS simple tee or THAT statement tee and you could WIN IT","2017-02-03T17:00:43+0000","photo","https://www.facebook.com/oasisfashions/photos/a.72522249692.71366.32075534692/10154866333934693/?type=3","32075534692_10154866333934693",NA,882,1395,138
"6","32075534692","Oasis Fashion","Get the weekend off to a stylish start with FREE DELIVERY. Be quick though, ends Sunday!","2017-02-03T09:25:55+0000","photo","https://www.facebook.com/oasisfashions/photos/a.72522249692.71366.32075534692/10154865434314693/?type=3","32075534692_10154865434314693",NA,983,44,10
"7","32075534692","Oasis Fashion","Luxurious lace or stylish stripe? Tell us if you prefer THIS or THAT and you could WIN IT.","2017-02-02T12:30:07+0000","photo","https://www.facebook.com/oasisfashions/photos/a.72522249692.71366.32075534692/10154862575689693/?type=3","32075534692_10154862575689693",NA,945,1479,139
"8","32075534692","Oasis Fashion","Add some flower power to your wardrobe this season. Tell us if you prefer THIS embroidered floral shift or THAT lace floral skater and you could WIN IT.","2017-02-01T07:45:02+0000","photo","https://www.facebook.com/oasisfashions/photos/a.72522249692.71366.32075534692/10154859057164693/?type=3","32075534692_10154859057164693",NA,1132,1637,151
"9","32075534692","Oasis Fashion","It's time to give your office essentials the promotion they deserve. http://www.oasis-stores.com/gb/collections/workwear/","2017-01-31T10:30:03+0000","photo","https://www.facebook.com/oasisfashions/photos/a.72522249692.71366.32075534692/10154856193499693/?type=3","32075534692_10154856193499693",NA,961,14,3
"10","32075534692","Oasis Fashion","File next week under 'SORTED' thanks to these workwear wonders... http://www.oasis-stores.com/gb/collections/workwear/","2017-01-30T14:10:03+0000","photo","https://www.facebook.com/oasisfashions/photos/a.72522249692.71366.32075534692/10154853224824693/?type=3","32075534692_10154853224824693",NA,591,9,3
"11","32075534692","Oasis Fashion","We’re celebrating our Pre-Spring Edit by giving you the chance to WIN every single piece! Click here to enter http://www.oasis-stores.com/gb/this-that.html Don't forget to stay tuned to our Facebook page for a chance to win the individual pieces by telling us if you prefer THIS or THAT.","2017-01-29T08:30:00+0000","photo","https://www.facebook.com/oasisfashions/photos/a.72522249692.71366.32075534692/10154843110969693/?type=3","32075534692_10154843110969693",NA,569,248,61
"12","32075534692","Oasis Fashion","Now that's one way to style our statement stripe jumper.  http://www.oasis-stores.com/gb/clothing/knitwear/bow-hem-stripe-knit/0612271901.html","2017-01-28T08:45:00+0000","photo","https://www.facebook.com/oasisfashions/photos/a.72522249692.71366.32075534692/10154843137119693/?type=3","32075534692_10154843137119693",NA,3222,88,15
"13","32075534692","Oasis Fashion","Which knit do you pick? Tell us if you prefer THIS embroidered floral knit or THAT essential striped knit and you could WIN IT.","2017-01-27T12:45:03+0000","photo","https://www.facebook.com/oasisfashions/photos/a.72522249692.71366.32075534692/10154845200494693/?type=3","32075534692_10154845200494693",NA,897,1293,131
"14","32075534692","Oasis Fashion","Take 20% off our bestselling Enchanted Forest collection and need-them-now knits. http://www.oasis-stores.com/gb/collections/seasonal-offers/","2017-01-27T09:40:02+0000","photo","https://www.facebook.com/oasisfashions/photos/a.72522249692.71366.32075534692/10154844947529693/?type=3","32075534692_10154844947529693",NA,198,7,2
"15","32075534692","Oasis Fashion","A mini is a MUST this season, but which one gets your vote? Tell us if you prefer THIS easy denim skirt or THAT sweet scallop skirt and you could WIN it.","2017-01-26T10:15:02+0000","photo","https://www.facebook.com/oasisfashions/photos/a.72522249692.71366.32075534692/10154842276979693/?type=3","32075534692_10154842276979693",NA,713,989,135
"16","32075534692","Oasis Fashion","Looking for a cute cover-up? You're in luck. Tell us if you prefer THIS boyfriend blazer or THAT bird print jacket and you could WIN it.","2017-01-25T15:05:03+0000","photo","https://www.facebook.com/oasisfashions/photos/a.72522249692.71366.32075534692/10154839518539693/?type=3","32075534692_10154839518539693",NA,806,1037,137
"17","32075534692","Oasis Fashion","The Pre-Spring Edit has landed and we want to know what pretty pieces you prefer. Tell us if you prefer THIS printed skater dress or THAT simple shirt dress and you could WIN IT.","2017-01-24T17:30:03+0000","photo","https://www.facebook.com/oasisfashions/photos/a.72522249692.71366.32075534692/10154835428589693/?type=3","32075534692_10154835428589693",NA,912,1146,111
"18","32075534692","Oasis Fashion",NA,"2017-01-24T09:46:04+0000","photo","https://www.facebook.com/oasisfashions/photos/a.10150692199549693.413210.32075534692/10154833637239693/?type=3","32075534692_10154833637609693","Oasis Fashion updated their cover photo.",188,8,3
