"","from_id","from_name","message","created_time","type","link","id","story","likes_count","comments_count","shares_count"
"1","32075534692","Oasis Fashion","Treat your nearest and dearest to a monogrammed bag they'll cherish for seasons to come, complete with a message that means the world. *Available for UK customers only. http://www.oasis-stores.com/gb/love-letters.html","2017-05-07T07:45:00+0000","video","https://www.facebook.com/oasisfashions/videos/10155146656159693/","32075534692_10155146656159693",NA,85,4,12
"2","32075534692","Oasis Fashion","A statement-making tee and pretty pink accessories is allllll we need this weekend. http://www.oasis-stores.com/gb/clothing/tops/stripe-kissing-flamingo-tee/062614.html?dwvar_062614_color=61","2017-05-06T08:10:00+0000","photo","https://www.facebook.com/oasisfashions/photos/a.72522249692.71366.32075534692/10155144192379693/?type=3","32075534692_10155144192379693",NA,365,23,8
"3","32075534692","Oasis Fashion","Winging its way into the top of your lust-have list, this bird print midi dress is all set to be your new season staple. http://www.oasis-stores.com/gb/clothing/dresses/topaz-bird-wrap-midi-dress/061510.html?dwvar_061510_color=68","2017-05-05T07:50:01+0000","photo","https://www.facebook.com/oasisfashions/photos/a.72522249692.71366.32075534692/10155146312874693/?type=3","32075534692_10155146312874693",NA,231,10,3
"4","32075534692","Oasis Fashion","Make a stylish statement this season with a little help from our fine feathered friends... http://www.oasis-stores.com/gb/accessories/bags-purses/kissing-flamingo-clutch/061882.html","2017-05-04T15:00:18+0000","video","https://www.facebook.com/oasisfashions/videos/10155144221069693/","32075534692_10155144221069693",NA,339,77,18
"5","32075534692","Oasis Fashion","Get set for alllll those special celebrations, starting with a dreamy dress! Tell us if you prefer THIS tropical dress or THAT dandelion dress and you could WIN IT.","2017-05-03T09:20:01+0000","photo","https://www.facebook.com/oasisfashions/photos/a.72522249692.71366.32075534692/10155140515404693/?type=3","32075534692_10155140515404693",NA,823,1100,165
"6","32075534692","Oasis Fashion","Jam-packed social calendar? It's time to get planning. Browse our one-stop occasion shop here http://www.oasis-stores.com/gb/collections/social-summer/","2017-05-02T13:05:01+0000","photo","https://www.facebook.com/oasisfashions/photos/a.72522249692.71366.32075534692/10155138041209693/?type=3","32075534692_10155138041209693",NA,85,3,1
"7","32075534692","Oasis Fashion","With a bird print so pretty, why wing it this season? http://www.oasis-stores.com/gb/clothing/dresses/topaz-bird-print-midi-dress/061719.html","2017-05-01T07:50:00+0000","photo","https://www.facebook.com/oasisfashions/photos/a.72522249692.71366.32075534692/10155125685264693/?type=3","32075534692_10155125685264693",NA,227,3,3
"8","32075534692","Oasis Fashion","Go from simple to stand-out with sparkling jewels. http://www.oasis-stores.com/gb/accessories/jewellery/","2017-04-30T08:10:00+0000","photo","https://www.facebook.com/oasisfashions/photos/a.72522249692.71366.32075534692/10155125686159693/?type=3","32075534692_10155125686159693",NA,135,8,1
"9","32075534692","Oasis Fashion","Meet the scene-stealing little black dress that puts the special in special occasion. http://www.oasis-stores.com/gb/clothing/dresses/summer-bloom-embroidered-dress/061737.html","2017-04-29T08:10:00+0000","photo","https://www.facebook.com/oasisfashions/photos/a.72522249692.71366.32075534692/10155125675274693/?type=3","32075534692_10155125675274693",NA,397,8,5
"10","32075534692","Oasis Fashion","Need some Spring/Summer inspiration? Lucky for you our lookbook has arrived... http://www.oasis-stores.com/gb/ss17-lookbook.html","2017-04-28T09:25:00+0000","photo","https://www.facebook.com/oasisfashions/photos/a.72522249692.71366.32075534692/10155125661529693/?type=3","32075534692_10155125661529693",NA,88,1,3
