"","from_id","from_name","message","created_time","type","link","id","story","likes_count","comments_count","shares_count"
"1","32075534692","Oasis Fashion","A match made in velvety heaven <U+2665>

Pammy Paris Bag: http://fal.cn/qE2f
Velvet Kitty Boots: http://fal.cn/qE2b","2017-11-08T18:30:01+0000","photo","https://www.facebook.com/oasisfashions/photos/a.72522249692.71366.32075534692/10155700421579693/?type=3","32075534692_10155700444689693",NA,113,17,2
"2","32075534692","Oasis Fashion","Christmas has come early! 

Tell us if you prefer THIS Robin Knit or THAT Dachshund Jumper and you could WIN IT!","2017-11-08T12:30:05+0000","photo","https://www.facebook.com/oasisfashions/photos/a.72522249692.71366.32075534692/10155699877719693/?type=3","32075534692_10155699877719693",NA,1498,2229,307
"3","32075534692","Oasis Fashion","Why have one bobble when you can have two? http://fal.cn/q2WD","2017-11-08T07:45:02+0000","photo","https://www.facebook.com/oasisfashions/photos/a.72522249692.71366.32075534692/10155699398779693/?type=3","32075534692_10155699398779693",NA,69,7,3
"4","32075534692","Oasis Fashion","Okay... But if you HAD to choose one, which dress would it be?
Puff Sleeve Lace Dress: http://fal.cn/q2sP
Lace Metallic Skater: http://fal.cn/q2sp","2017-11-07T18:30:00+0000","photo","https://www.facebook.com/oasisfashions/photos/a.72522249692.71366.32075534692/10155697651519693/?type=3","32075534692_10155697666474693","Oasis Fashion added 2 new photos.",54,15,1
"5","32075534692","Oasis Fashion","On a scale of 1-10, how amazing is Holly Willoughby's outfit?

Shop our leather dress and get the look - http://fal.cn/qKeN","2017-11-07T10:05:50+0000","photo","https://www.facebook.com/oasisfashions/photos/a.72522249692.71366.32075534692/10155696792709693/?type=3","32075534692_10155696796594693",NA,636,44,12
"6","32075534692","Oasis Fashion","Seven iconic classics reimagined in sumptuous shades of red; Meet Midi, Glitzy, Fancy, Shimmy, Lacy, Prom and Bow. Shop the limited edition collection before it's too late - http://fal.cn/qKmR","2017-11-07T09:30:03+0000","photo","https://www.facebook.com/oasisfashions/photos/a.72522249692.71366.32075534692/10155696746554693/?type=3","32075534692_10155696746554693",NA,130,2,7
"7","32075534692","Oasis Fashion","Wide leg trousers? Workwear never looked so good... http://fal.cn/qK9d","2017-11-06T18:00:01+0000","photo","https://www.facebook.com/oasisfashions/photos/a.72522249692.71366.32075534692/10155694619294693/?type=3","32075534692_10155694673544693",NA,39,0,1
"8","32075534692","Oasis Fashion","Black and white needn't be boring...
Shop the coat - http://fal.cn/qKNB
Shop the skirt - http://fal.cn/qKNE","2017-11-06T07:45:03+0000","photo","https://www.facebook.com/oasisfashions/photos/a.72522249692.71366.32075534692/10155694134299693/?type=3","32075534692_10155694134299693",NA,115,3,2
"9","32075534692","Oasis Fashion","What better way to add a little sparkle to Bonfire Night? http://fal.cn/qKBQ","2017-11-05T08:30:09+0000","video","https://www.facebook.com/oasisfashions/videos/10155691587869693/","32075534692_10155691587889693",NA,143,4,2
"10","32075534692","Oasis Fashion","It's time to get your bobble on (in every colour imaginable). http://fal.cn/q8fG","2017-11-04T08:30:01+0000","photo","https://www.facebook.com/oasisfashions/photos/a.72522249692.71366.32075534692/10155683980959693/?type=3","32075534692_10155683983134693",NA,145,17,3
